Time,Global GDP SSP1-2.6,Coastal GDP (global) SSP1-2.6,Coastal GDP (badly protected) SSP1-2.6,Coastal GDP (well protected) SSP1-2.6,Coastal GDP (North America) SSP1-2.6,Coastal GDP (Latin America and Caribbean) SSP1-2.6,Coastal GDP (Europe and Central Asia) SSP1-2.6,Coastal GDP (Middle East and North Africa) SSP1-2.6,Coastal GDP (Sub-Saharan Africa) SSP1-2.6,Coastal GDP (South Asia) SSP1-2.6,Coastal GDP (East Asia and Pacific) SSP1-2.6,Global pop SSP1-2.6,Coastal pop (global) SSP1-2.6,Coastal pop (badly protected) SSP1-2.6,Coastal pop (well protected) SSP1-2.6,Coastal pop (North America) SSP1-2.6,Coastal pop (Latin America and Caribbean) SSP1-2.6,Coastal pop (Europe and Central Asia) SSP1-2.6,Coastal pop (Middle East and North Africa) SSP1-2.6,Coastal pop (Sub-Saharan Africa) SSP1-2.6,Coastal pop (South Asia) SSP1-2.6,Coastal pop (East Asia and Pacific) SSP1-2.6,Global GDP SSP2-4.5,Coastal GDP (global) SSP2-4.5,Coastal GDP (badly protected) SSP2-4.5,Coastal GDP (well protected) SSP2-4.5,Coastal GDP (North America) SSP2-4.5,Coastal GDP (Latin America and Caribbean) SSP2-4.5,Coastal GDP (Europe and Central Asia) SSP2-4.5,Coastal GDP (Middle East and North Africa) SSP2-4.5,Coastal GDP (Sub-Saharan Africa) SSP2-4.5,Coastal GDP (South Asia) SSP2-4.5,Coastal GDP (East Asia and Pacific) SSP2-4.5,Global pop SSP2-4.5,Coastal pop (global) SSP2-4.5,Coastal pop (badly protected) SSP2-4.5,Coastal pop (well protected) SSP2-4.5,Coastal pop (North America) SSP2-4.5,Coastal pop (Latin America and Caribbean) SSP2-4.5,Coastal pop (Europe and Central Asia) SSP2-4.5,Coastal pop (Middle East and North Africa) SSP2-4.5,Coastal pop (Sub-Saharan Africa) SSP2-4.5,Coastal pop (South Asia) SSP2-4.5,Coastal pop (East Asia and Pacific) SSP2-4.5,Global GDP SSP5-8.5,Coastal GDP (global) SSP5-8.5,Coastal GDP (badly protected) SSP5-8.5,Coastal GDP (well protected) SSP5-8.5,Coastal GDP (North America) SSP5-8.5,Coastal GDP (Latin America and Caribbean) SSP5-8.5,Coastal GDP (Europe and Central Asia) SSP5-8.5,Coastal GDP (Middle East and North Africa) SSP5-8.5,Coastal GDP (Sub-Saharan Africa) SSP5-8.5,Coastal GDP (South Asia) SSP5-8.5,Coastal GDP (East Asia and Pacific) SSP5-8.5,Global pop SSP5-8.5,Coastal pop (global) SSP5-8.5,Coastal pop (badly protected) SSP5-8.5,Coastal pop (well protected) SSP5-8.5,Coastal pop (North America) SSP5-8.5,Coastal pop (Latin America and Caribbean) SSP5-8.5,Coastal pop (Europe and Central Asia) SSP5-8.5,Coastal pop (Middle East and North Africa) SSP5-8.5,Coastal pop (Sub-Saharan Africa) SSP5-8.5,Coastal pop (South Asia) SSP5-8.5,Coastal pop (East Asia and Pacific) SSP5-8.5
2020.0,111772.61990357935,13531.333164937056,4409.729483008382,9121.603681928696,2999.590307300578,993.8990026544325,3619.8467681436805,388.02421048507523,160.9763365333315,574.7578280079309,4794.238711812039,7536.51085609375,622.7342376323442,374.5355441305383,248.19869350180755,59.19897201804932,63.447499532613534,94.11168507637589,29.678433159828387,48.334750827947545,77.65178718119202,250.3111098363384,111611.35087296396,13472.582837820384,4362.428010188878,9110.154827631452,3006.968883196718,986.5281449566742,3612.555441898366,386.7407379159002,153.6527271652868,554.5744491499881,4771.562453537394,7631.405830625001,628.0615634343718,379.6517230086249,248.40984042574564,59.02527049717267,64.22369775663729,93.98986316058406,30.0767113338841,49.58470312513337,79.12323662300342,252.0380809379576,113434.56779045716,13720.761568240683,4452.700013518099,9268.061554722592,3056.6073021680627,998.2132274833097,3676.96333815197,395.7106195009919,162.6406647511957,579.6853599251061,4850.941056260078,7550.466349609375,624.9784118269996,374.0812936155797,250.89711821142,60.328295696200385,63.16051905931922,95.31514259556178,29.719748630764514,48.20201025175126,77.51907126170552,250.73362433169635
2021.0,117028.18372008284,14032.150963359127,4662.183156507564,9369.96780685159,3072.625623448404,1024.5124433130984,3754.878992413138,401.8066760933415,170.3349449588579,626.8620705319249,4981.13021260042,7584.73525825,626.1225905106296,376.73320134524096,249.3893891653895,59.68412699479374,63.668087884018874,94.47235266614308,29.930614300476037,49.07800388786647,78.18203762983994,251.1073671474926,116212.00308089376,13932.280658346663,4590.30960024735,9341.971058099227,3076.347226189144,1013.9305391483105,3739.474822671364,399.42593438734775,160.83029059969536,599.3699604023991,4942.901884948355,7696.555121906251,632.3968595039782,382.7500846555496,249.64677484842707,59.47930019662563,64.58681266130425,94.33111737128218,30.407475919730928,50.545862168054946,79.89377517845575,253.15251600852383,120640.35221137948,14310.49267580924,4734.727034966115,9575.765640843107,3152.873945842302,1032.3282572374449,3835.39342117951,412.2861987081745,173.34293593850165,636.7801283891629,5067.487788514144,7600.833541855469,628.887572340137,376.1907722603584,252.69680007977368,61.08362973887066,63.32005181791802,95.94793659468715,29.97479052169865,48.908254462298366,78.02401811290478,251.62889109175455
2022.0,122283.74753658632,14536.797373112115,4916.271106190941,9620.52626692118,3146.45152533996,1055.3297689456192,3890.9092317370305,415.76678753349785,179.89926963436716,679.6483711108069,5168.792418810789,7632.95966040625,629.5109433889195,378.9308585599456,250.58008482897185,60.169281971538105,63.88867623542422,94.83302025591004,30.182795441123766,49.82125694778541,78.71228807848783,251.9036244586463,120812.65528882353,14395.912805631171,4820.150914459737,9575.761891171429,3146.4336545668,1041.596192362522,3867.2384357793426,412.29230030926925,168.16818666074533,644.9521114655706,5115.231924486938,7761.704413187501,636.7321555735858,385.8484463024759,250.88370927110847,59.93332989607853,64.94992756597121,94.67237158198047,30.738240505577714,51.50702121097643,80.66431373390807,254.26695107909114,127846.13663230182,14906.011045990703,5018.654788913201,9887.356257077457,3250.582685449667,1066.6227915854884,3995.701853819101,429.08984690069394,184.2873647168372,694.6164596151199,5285.110043903797,7651.200734101563,632.7967328532674,378.3002509051369,254.49648194812764,61.838963781541096,63.47958457651668,96.58073059381182,30.2298324126328,49.6144986728456,78.52896496410453,252.52415785181262
2023.0,127539.31135308983,15045.272394195781,5171.993332058368,9873.279062137428,3221.06801297524,1086.3509795519951,4027.937486115384,429.90454480554575,189.66931055985984,733.1167297445749,5357.225330443175,7681.1840625625,632.8992962672015,381.1285157746449,251.77078049255383,60.65443694828251,64.10926458682933,95.1936878456768,30.434976581771412,50.564510007704264,79.24253852713576,252.6998817698006,125413.30749675333,14863.47927967411,5051.951952826077,9811.52732684801,3217.2281683296983,1069.5251045993023,3995.8462812223215,425.3398356816677,175.66641534843617,691.3209023395011,5288.552572153173,7826.85370446875,641.0674516431877,388.9468079493988,252.1206436937908,60.38735959553139,65.31304247063825,95.01362579267888,31.06900509142455,52.468180253897906,81.43485228936042,255.38138614965789,135051.92105322413,15507.31667878515,5304.483275359528,10202.833403425628,3349.7335209901457,1101.0968305274437,4157.88863607075,446.1215640785495,195.47395108620182,753.1943536029776,5503.807822429073,7701.567926347657,636.7058933664015,380.4097295499161,256.2961638164816,62.59429782421153,63.63911733511553,97.21352459293668,30.484874303566937,50.32074288339275,79.03391181530365,253.41942461187045
2024.0,132794.87516959332,15557.576026610353,5429.349834109951,10128.22619250031,3296.4750863542313,1117.5760751322234,4165.9637555481795,444.21994790948577,199.64506773533543,787.2671464332313,5546.42894749757,7729.40846471875,636.2876491454882,383.326172989351,252.96147615613594,61.13959192502692,64.32985293823461,95.5543554354438,30.68715772241914,51.30776306762321,79.77278897578358,253.49613908095472,130013.95970468313,15334.98008047537,5285.71271534634,10049.267365128942,3288.730767477842,1097.7172758586576,4125.298359000269,438.5685405045411,183.32497666276845,738.4763330241926,5462.863827947086,7892.00299575,645.4027477127942,392.04516959632457,253.3575781164721,60.84138929498436,65.67615737530514,95.35488000337703,31.399769677271365,53.42933929681948,82.20539084481277,256.49582122022497,142257.70547414647,16114.409574192523,5592.212494304933,10522.197079887555,3450.3264524637625,1135.7503740633092,4321.953767934457,463.3813502417418,206.90269504659497,812.5138103527374,5723.581124089919,7751.93511859375,640.615053879528,382.5192081946952,258.09584568483547,63.349631866882014,63.798650093714194,97.84631859206132,30.739916194501074,51.02698709393992,79.53885866650347,254.31469137192866
2025.0,138050.4389860968,16073.70827035552,5688.340612345644,10385.367658009913,3372.672745476954,1149.0050556863052,4304.988040035419,458.7129968453161,209.8265411607939,842.0996211767765,5736.403269973953,7777.632866874999,639.6760020237691,385.5238302040533,254.15217181971812,61.62474690177134,64.55044128963993,95.91502302521081,30.939338863066848,52.051016127542155,80.3030394244315,254.29239639210988,134614.61191261295,15810.415208034892,5521.433202020583,10288.982006014317,3360.941452011234,1126.1727061405845,4255.594669113218,451.97841477789024,191.1438706037418,786.4184035196411,5638.165691868624,7957.15228703125,649.738043782404,395.14353124324714,254.59451253915444,61.295418994437206,66.03927227997218,95.69613421407527,31.730534263118134,54.39049833974098,82.97592940026519,257.6102562907925,149463.48989506878,16727.289732212907,5881.842445749435,10845.447286463377,3552.361479870502,1170.5834221930813,4487.8972494102345,480.8692053902702,218.57359659801787,872.5748298643967,5944.429948886309,7802.302310839845,644.5242143926654,384.62868683947454,259.8955275531898,64.1049659095523,63.95818285231284,98.47911259118598,30.994958085435236,51.73323130448701,80.04380551770278,255.20995813198653
2026.0,143306.0028026003,16593.66912543154,5948.9656667654535,10644.703458666143,3449.6609903434096,1180.6379212142397,4445.010339577115,473.3836916130388,220.21373083623564,897.6141539752086,5927.148297872355,7825.857269031249,643.0643549020568,387.7214874187567,255.3428674832995,62.109901878515664,64.77102964104512,96.27569061497825,31.191520003714505,52.79426918746115,80.83328987307935,255.08865370326336,139215.2641205427,16289.784662352808,5759.113412848755,10530.671249504107,3433.8602219298505,1154.8913954450838,4386.735211561151,465.56945850171405,199.12309717135642,835.147113825851,5814.458163917832,8022.3015783125,654.0733398520067,398.24189289017096,255.83144696183598,61.749448693890166,66.40238718463917,96.03738842477348,32.06129884896496,55.351657382662516,83.74646795571743,258.7246913613593,156669.2743159911,17345.957152846073,6173.373129693143,11172.584023152913,3655.838603210358,1205.5959749167657,4655.719080498062,498.5851295241357,230.4866557404698,933.3774121379571,6166.354296818313,7852.669503085938,648.4333749057972,386.7381654842526,261.69520942154344,64.86029995222268,64.1177156109118,99.11190659031085,31.249999976369434,52.439475515034204,80.54875236890251,256.10522489204385
2027.0,148561.5666191038,17117.458591838502,6211.224997369442,10906.233594469068,3527.4398209535766,1212.4746717160267,4586.030654173239,488.23203221265175,230.80663676166023,953.8107448285278,6118.664031192808,7874.0816711874995,646.4527077803403,389.9191446334593,256.5335631468817,62.59505685526008,64.99161799245043,96.63635820474498,31.44370114436219,53.53752224738004,81.36354032172729,255.88491101441795,143815.91632847252,16773.088443429064,5998.753347830826,10774.335095598226,3507.4870772337176,1183.8733437721587,4518.719986344063,479.34167167601385,207.26265636561223,884.6624639428208,5991.741244094718,8087.45086959375,658.4086359216084,401.3402545370949,257.0683813845165,62.20347839334303,66.76550208930614,96.37864263547169,32.39206343481182,56.312816425584046,84.5170065111701,259.83912643192696,163875.05873691343,17970.41183609234,6466.804546135981,11503.60728995628,3760.7578224833383,1240.7880322343622,4825.419261197938,516.529122643339,242.64187247395083,994.9215571734194,6389.3541678859265,7903.036695332032,652.3425354189263,388.84764412903036,263.4948912898972,65.61563399489307,64.2772483695104,99.74470058943574,31.50504186730356,53.14571972558135,81.05369922010175,257.00049165210226
2028.0,153817.1304356073,17645.076669576112,6475.118604157563,11169.958065418623,3606.0092373074663,1244.5153071916673,4728.048983823831,503.2580186441562,241.60525893706816,1010.6893937367347,6310.950469935238,7922.30607334375,649.8410606586248,392.11680184816436,257.7242588104641,63.080211832004515,65.21220634385561,96.9970257945118,31.695882285009922,54.28077530729899,81.893790770375,256.68116832557206,148416.5685364023,17260.326551263646,6240.353006966882,11019.973544296803,3581.8220179228165,1213.1185511218039,4651.54899346196,493.2950543007887,215.56254818650953,934.9644538705501,6170.014932399222,8152.600160874999,662.743931991217,404.4386161840224,258.3053158071992,62.657508092795894,67.12861699397308,96.71989684617002,32.72282802065862,57.27397546850553,85.28754506662234,260.9535615024931,171080.84315783577,18600.65378195145,6762.136695077919,11838.517086873495,3867.119137689447,1276.159594145864,4996.997791509865,534.7011847478767,255.03924679846145,1057.2072649707793,6613.429562089094,7953.403887578125,656.2516959320608,390.95712277380943,265.29457315825164,66.37096803756349,64.43678112810939,100.37749458856062,31.76008375823772,53.85196393612855,81.55864607130125,257.8957584121608
2029.0,159072.69425211076,18176.523358644612,6740.646487129757,11435.876871514913,3685.3692394050863,1276.7598276411625,4871.065328528859,518.4616509075523,252.60959736245857,1068.2501006998275,6504.007614099649,7970.5304755,653.2294135369115,394.3144590628669,258.91495447404606,63.56536680874884,65.43279469526094,97.35769338427876,31.948063425657573,55.02402836721791,82.42404121902264,257.4774256367258,153017.2207443321,17751.498985856622,6483.9123902568,11267.58659559975,3656.8650439971634,1242.6270174940198,4785.222232914862,507.4296063760397,224.02277263404756,986.053083609037,6349.279228831382,8217.74945215625,667.0792280608259,407.5369778309449,259.5422502298805,63.11153779224891,67.49173189864001,97.06115105686845,33.053592606505404,58.2351345114271,86.05808362207439,262.0679965730616,178286.62757875808,19236.682990423513,7059.369576519,12177.313413904489,3974.922548828692,1311.7106606512766,5170.454671433887,553.1013158377525,267.6787787140005,1120.234535530041,6838.580479427847,8003.77107982422,660.1608564451902,393.06660141859027,267.0942550266055,67.1263020802338,64.59631388670796,101.01028858768548,32.01512564917188,54.558208146675646,82.06359292250072,258.79102517221884
