Region,k,x0,A,c,k SD,x0 SD,A SD,c SD
1,0.8710691000435151,1.2434868669096721,0.5879985342017108,-0.14354082844284596,0.023270244248443706,0.019759398829582168,0.013079029698721196,0.008320819423022074
2,0.9319216523678617,1.4913260706424283,0.538466880690298,-0.09925551197117584,0.010797568107633885,0.006801878296295035,0.004842151475969708,0.0027616643811763414
3,0.772257780139377,1.701420331628555,0.5671108141495449,-0.11457010493113147,0.01920406144008866,0.014406949188488524,0.011660413995117407,0.005767206467007934
4,0.7899339132793324,1.5758637441376033,0.5991572980658071,-0.1267589088573001,0.011168449477190305,0.008754052914677297,0.006892227751126875,0.00384250650554335
5,0.8909243047772348,1.713892724206551,0.4833018521528469,-0.08213414044059421,0.011247376412600487,0.007256797754853727,0.004783079203198426,0.0023318935663015944
6,0.8760698857637944,1.7600037036264566,0.5455657635919106,-0.08921482989932798,0.014092708623750332,0.009495640491614048,0.006900351030292714,0.003300184007968781
7,0.7872795779953257,1.914289654239457,0.5138522993120966,-0.0907212247248043,0.016305117645005127,0.014798689076174027,0.008888122227028806,0.003727811574493896
8,0.862591315828608,2.115033992194751,0.5246473544647481,-0.06283651794222693,0.009045690260586204,0.009088619551351415,0.004518439009475402,0.0016308797847943777
9,0.8468942475808688,2.0142186853252206,0.5422702391302149,-0.07843854503315706,0.009608862370526893,0.008240218987625935,0.00488446197923735,0.002034746976234403
10,1.0680079295107452,1.7461598497555681,0.4561221975473704,-0.05897437570224296,0.02570077207830149,0.013697181719394472,0.007780156427523327,0.0038010967280736802
11,0.7557444066303513,1.9790376100355405,0.6131186022270375,-0.09981575622049188,0.015860051715641595,0.01529613547656558,0.010712506732244057,0.004554026562967142
12,0.9081218904399371,2.116199903447713,0.48066173674954443,-0.05542632940119685,0.009534762799542995,0.008880081201928548,0.004047898282068314,0.0014533459908857658
13,0.5806299035520628,2.5301185026850037,0.6532787500551531,-0.10713075190152849,0.019436173321253657,0.05097168699451044,0.02109262954000953,0.006428452562515192
14,0.8419129807378882,2.115363966113609,0.5670605784214856,-0.07326927732931633,0.012619698242266655,0.01191533381093085,0.0067757444346189305,0.0026690386431868353
15,0.8621727157400467,2.1124922207420944,0.5538578680968503,-0.07346696873557709,0.012336639642067097,0.012656386217669359,0.0065701599172815345,0.002330256919940257
16,0.6907670682995883,2.2552698097321726,0.7234930051228983,-0.1189714841453624,0.006884339681143211,0.010977854229695185,0.006480486668870375,0.0022164016570627525
17,0.9809211336153386,2.0083271871543587,0.5605179115180412,-0.06025879726950322,0.011710122903220472,0.008169365415142564,0.004904064404857571,0.0020659682393571123
18,1.1035552305605196,2.5317279669664035,0.42882161434608806,-0.02035563275990877,0.007519847963589407,0.007977639757280757,0.0024409872037752,0.000532312744485251
19,0.5947955194696741,3.0209239015767544,0.6224561899393389,-0.0845037683329774,0.013277274623256938,0.054424304355071125,0.015577966676388643,0.003039849964328488
20,1.0650315211482266,1.6603516025009593,0.640130453142163,-0.09303269728321337,0.02835180369230861,0.014693470221188791,0.01219084821654317,0.006266504068736826
21,0.5000001914665796,2.5129586659981573,0.7971852816214674,-0.17141230778211267,0.01470578382947902,0.05565380011075322,0.02415809889212233,0.006939207038220256
22,0.9543824042942926,1.792270551417282,0.5465855876232288,-0.07868793990836076,0.024903419224107007,0.015568115028447477,0.010792883617788476,0.005030500838412388
23,0.7984415704133427,1.9558899236756482,0.6325954744517348,-0.0840807674211067,0.020743064913478833,0.017922441664107572,0.013284034653643842,0.005819128304790102
24,0.542063145693832,0.35441434686263984,1.1696785483698768,-0.49999999999999994,0.027926752345827425,0.1366537825616568,0.06843945616172734,0.05553467980314701
25,1.4140706218039132,2.0709184316990767,0.4194023142159757,-0.0031962505126934934,0.02623628344582781,0.011923815320683526,0.004617010206871406,0.001712775715581748
26,0.8310271242190983,1.855505049529955,0.6700124148528844,-0.10355629510872273,0.00851422025881657,0.006374298777029543,0.005366694185088204,0.002597351219984397
27,0.5000000000000003,1.1840773156552973,0.9812260945744985,-0.33377065824512686,0.03734193962535737,0.08405068062529872,0.06910694872474052,0.04335955836895614
28,0.7735894540447209,2.9823615708467393,0.532019151896869,-0.04622188054410999,0.010214496570856324,0.02677701514193351,0.007529920949742316,0.0013037420038063134
29,0.9709838546382628,2.765140457535268,0.459958380374544,-0.0234380059698957,0.005906868111268601,0.0090749998080635,0.0026155865042109903,0.0004914412497672498
