Region,k,x0,A,c,k SD,x0 SD,A SD,c SD
0-10,0.6213672750799611,1.779546676329392,0.5410011048063684,-0.05008692310368513,0.0037034748019237557,0.003667907748925225,0.002829544293228477,0.0013601731096673046
10-20,0.7787205366754304,1.7243363511004424,0.4654022050165021,0.015395082599945762,0.016536399902472257,0.012483218152126234,0.008077678588735213,0.004039827194518404
20-30,0.6723892090294713,1.2302790407456385,0.6203049393370468,-0.08326139708116345,0.016841967481861918,0.025968207496686886,0.01386323057421947,0.00914658030149179
30-40,0.6070897225653639,0.9864243978339294,0.6608166524174093,-0.1250104341349067,0.012434163878049463,0.02856896591989068,0.012898226140685915,0.009033580436398571
40-50,0.07611620863906202,-70.61269136837424,302.2559660735417,-300.79172084289854,0.05696385356328705,1263.812653999655,27834.38439476889,27833.9300159044
50-60,1.2855557293101523,1.5966461462245272,0.4955324597743773,0.03184710748259526,0.030245093475699727,0.013491762547323245,0.007142616349821916,0.00426887199020154
60-70,0.8028553787114983,1.3683777805182238,0.5435854691874208,0.14944794711402262,0.018282907019690164,0.01805215524090627,0.010252546049543258,0.006486646122181262
70-80,0.7557537584758969,0.7099112522391627,0.8293384785368983,-0.24851763503982136,0.022483771238373935,0.05646657768355106,0.025595049193939335,0.021067545463166852
80-90,0.4389686935769461,-3.5681348214548843,4.935272989779892,-4.035956094186897,0.07589273509016156,2.6618653380150605,3.9117385158403155,3.872191470834852
90-100,1.1823298678498062,1.4897760169852945,0.7547360113659006,-0.03236606817419903,0.006938975754465682,0.0038592743468516305,0.0029136959168041647,0.0019036042936312564
