Region,k,x0,A,c,k SD,x0 SD,A SD,c SD
North America,2.6474404791639836,2.2408895821699715,0.28242743882219873,-0.003013022284563398,0.061661211482243496,0.01071285840458637,0.0027069575387971743,0.0007541268002562922
Latin America and Caribbean,1.4009412428061296,2.6181283291070594,0.34908265273771666,-0.012347186810016793,0.028308109894350144,0.019395707347468552,0.0049774580801253505,0.0010115933999999165
Europe and Central Asia,1.6044207730713274,2.005714987267537,0.21491674203663189,-0.011396285488655898,0.05014426902766519,0.026453821163778948,0.005320346200177223,0.0010776708220195778
Middle East and North Africa,1.1657801469059441,1.9836033993433058,0.4760170661001807,-0.05058715734433324,0.030424729039379723,0.017507731830278133,0.00856033688302696,0.0033350842249055966
Sub-Saharan Africa,1.0805401952618894,1.9869137849709115,0.5966461422790559,-0.08121126803492094,0.09644989202335702,0.05750342267398322,0.0362384677854799,0.015962284746938046
South Asia,1.4254159618141862,2.965083631949353,0.6082351977184358,-0.013755399964810622,0.05442012560189055,0.048540954625078646,0.02064737269259803,0.002405181866990319
East Asia and Pacific,1.7234711761371866,2.271280479153393,0.4818531909740648,-0.01893065540864035,0.04836095993046194,0.017155946163490327,0.006554332140331371,0.0022491822301060607
