Region,k,x0,A,c,k SD,x0 SD,A SD,c SD
0,0.584040766008792,-13.963832010814412,1228.688878941246,-1228.274742207534,0.01880466719415519,134.4391482424688,96256.20926706267,96256.20705225287
0-10,0.4057004018402772,-19.25126028585832,531.5681418681336,-531.3385114782811,0.005388813210187528,47.018696003737894,10095.845682288284,10095.845014089431
10-20,0.888131972845578,-0.6444158832109186,0.6804447832433729,-0.42370636734935585,0.01820606415782313,0.08834493130686294,0.03258952116192395,0.0315265320144312
20-30,0.9165439576527472,0.17622409613121956,0.4386179860168187,-0.18547293305209542,0.02323366937418814,0.056364815868121636,0.014595269743158031,0.012981067544044886
30-40,0.43778240339754265,-1.2784275354378287,0.6098704167047501,-0.3769218097034962,0.029253915183260683,0.38595000544846736,0.06806471311744905,0.062001688938711386
40-50,0.4612594389940386,-16.72764653455121,625.1761599296456,-624.8650610898371,0.0074869060647613644,62.059790795542746,17822.686677299014,17822.685633029687
50-60,0.3840097968843864,-19.521820126068572,540.5758106140044,-540.2675669485898,0.019361259413895413,169.7697805384208,35044.632388294114,35044.628138682085
60-70,0.5509439523850245,-13.619723619772929,588.4829969532959,-588.1622322968709,0.029778244221513196,154.52031710327648,49853.32229657533,49853.3180843839
70-80,0.4471369279923687,1.986266377282783,0.5203151547561691,-0.15390118818307022,0.10869734613126483,0.2890589087452717,0.12439496942072334,0.04748081944038646
80-90,1.438004229402944,1.4108307915217961,0.21788363534354077,-0.02315896254001972,0.05932896602736231,0.01817699346441993,0.0062203355674579795,0.0030542440659753864
90-100,2.713802387588703,1.7653007344076819,0.145787514557585,-0.0017982114355088784,0.07975511102421838,0.01282283997011011,0.00214133281994847,0.0005970211825273873
