Region,a,b,c,a SD,b SD,c SD
North America,0.11583380229765954,1.2449147328107095,0.025683605138612176,0.0014113682953990063,0.03005607460951713,0.00036194847031968376
Latin America and Caribbean,0.15089750498703217,0.402439563093861,0.018395089359890787,0.002151197148869874,0.00831610606541896,0.00013910713209545607
Europe and Central Asia,0.15364784032737425,1.8294604813876982,0.03380307331064826,0.0005755783925001595,0.015011738945299833,0.0002055114373774801
Middle East and North Africa,-3043.270391601898,-3.821855637649075e-05,0.16974492433172278,863179.9465925755,0.010839413965224405,0.0044353203926475815
Sub-Saharan Africa,0.16642986203714843,1.7694154023117468,0.0251995481576493,0.0010841218154028294,0.027106828832807676,0.0004736889072712354
South Asia,0.03797491598138493,0.392996060529315,0.005976074014472368,0.0005496063056171413,0.008193473732566764,3.4237468409260073e-05
East Asia and Pacific,0.12283575783846777,0.9563236407611798,0.02591387539073457,0.000580974942486012,0.008580174865323859,0.00012751675501080801
