Region,k,x0,A,c,k SD,x0 SD,A SD,c SD
0-10,0.04376101215977048,-97.38556844516613,192.00700184250084,-189.3343920087114,0.04376101215977048,-97.38556844516613,192.00700184250084,-189.3343920087114
10-20,0.20957069253144903,36.57869370039359,641.8693367752795,-0.2811057894117536,0.20957069253144903,36.57869370039359,641.8693367752795,-0.2811057894117536
20-30,0.14842955235822616,-46.11219379281907,1143.857303668183,-1142.6322811649409,0.14842955235822616,-46.11219379281907,1143.857303668183,-1142.6322811649409
30-40,0.18413401370782478,-39.754601023956624,1149.4915425474362,-1148.7194247961668,0.18413401370782478,-39.754601023956624,1149.4915425474362,-1148.7194247961668
40-50,0.11661906523386203,-53.49788384294071,513.130590239783,-512.1329910674565,0.11661906523386203,-53.49788384294071,513.130590239783,-512.1329910674565
50-60,0.23990924388414261,47.275854994490814,14559.912957429518,-0.1707217132717843,0.23990924388414261,47.275854994490814,14559.912957429518,-0.1707217132717843
60-70,1.1676167987227075,2.498575353488721,0.6763231392505326,-0.042402052485550984,1.1676167987227075,2.498575353488721,0.6763231392505326,-0.042402052485550984
70-80,0.5461815149825829,1.8699654601801106,0.5610422685592928,-0.1508369890361671,0.5461815149825829,1.8699654601801106,0.5610422685592928,-0.1508369890361671
80-90,1.7527602430170062,1.2915537418046394,0.4450608807850476,-0.05003138219748047,1.7527602430170062,1.2915537418046394,0.4450608807850476,-0.05003138219748047
90-100,1.1058074958848023,1.9276412868216732,0.3717632313808856,-0.04357133376381095,1.1058074958848023,1.9276412868216732,0.3717632313808856,-0.04357133376381095
