Region,a,b,c,a SD,b SD,c SD
insufficiently protected,0.34573056921581546,0.14112235959471828,0.34737249031735906,0.015022043710666542,0.007248061982438687,0.00017860012855015682
well protected,0.15320782882632608,0.36674250217234305,0.30215987451781356,0.0028178983644432877,0.009298985536984555,0.00013369804749811866
