Region,k,x0,A,c,k SD,x0 SD,A SD,c SD
Global,0.8487197318839862,1.6687178376408314,0.514634134655251,-0.10510773068548875,0.8487197318839862,1.6687178376408314,0.514634134655251,-0.10510773068548875
