Region,k,x0,A,c,k SD,x0 SD,A SD,c SD
0-10,0.8396412411405241,0.6763448104257477,0.6822177299576959,0.08943944110699839,0.015449596605474668,0.03361038367167518,0.01311018798262445,0.011036055671499569
10-20,0.9491285211690852,1.530362171915787,0.6353881040325441,0.0327098828309618,0.005781251186826426,0.004427336801542385,0.0028597562871171787,0.0018117130188760981
20-30,0.9593869719857628,1.5265079887179065,0.6050668287023538,0.17131085683166744,0.008655008685392115,0.006403271560187817,0.0040223964684070156,0.0025288221322028
30-40,0.7071098026827385,1.5759914158528496,0.6360904064066953,-0.004222845001100462,0.009733007288221348,0.010541592210239223,0.007274594291293962,0.004336738117698393
40-50,0.6544708873022043,1.1146902727433328,0.7773411524136462,-0.12509283993423181,0.014558967747701965,0.029680417757482834,0.015932236663343445,0.011271272559446543
50-60,1.0422356492793745,2.3908968792548566,0.681271902771592,0.03735107562154694,0.01805281460140603,0.01610063194841956,0.008755210243944643,0.0026924881048624952
60-70,1.1198798000799568,0.5497413952947705,0.9277612152170852,-0.1180901726361403,0.015032940265597759,0.023522503889572367,0.013852637853269819,0.012586651277193734
70-80,0.5706609855962756,-1.987224559292938,1.807861933207636,-1.2074574161192388,0.02851245205316847,0.45158076557524757,0.2997345057094898,0.29428106508585433
80-90,0.42603181460915823,-18.204582825159186,1041.4761877719618,-1040.843978510461,,,,
90-100,0.8810269206092385,0.6271297927957132,0.657624633290987,-0.09540560568329674,0.03525421706678353,0.0699447750121132,0.027669600229112842,0.023299136240607067
