Region,k,x0,A,c,k SD,x0 SD,A SD,c SD
North America,2.5121252165424046,2.236556559013823,0.2934044012190177,-0.0035106930742205707,0.05380338704675971,0.010383156115078509,0.002703716583589085,0.0007397468238737312
Latin America and Caribbean,1.1897464281334769,2.5289799246785654,0.41918951989954795,-0.025272601433901712,0.02149509656059561,0.018163579395103144,0.005618335504703994,0.0013610494036834348
Europe and Central Asia,1.4195627895857517,1.8688474626229743,0.23060636187918196,-0.01914438047219069,0.04230581905405294,0.022971836726372,0.005305860661308215,0.0014280861357384384
Middle East and North Africa,0.8450203400715997,1.659726280625443,0.6934003673505508,-0.1521193381744157,0.06336886257680344,0.04378856298201364,0.04109099305271324,0.02165796526419279
Sub-Saharan Africa,1.0217071432564266,2.298014014831596,0.4999284871713952,-0.05592391620376574,0.0696812480194585,0.06042385707583304,0.025510850974587395,0.008329682128127408
South Asia,1.7143130309472294,2.774751799302547,0.5183689621747257,-0.005602648898136336,0.03863301616949496,0.020204586937514625,0.008019164869410863,0.001236833243463545
East Asia and Pacific,1.4018997673593727,2.97645855274389,0.5469499789000274,-0.01506513095701555,0.032857667535877884,0.027900628808510936,0.0104617457761017,0.0014232861758897365
