Region,k,x0,A,c,k SD,x0 SD,A SD,c SD
North America,2.6988328996441244,2.160751905218488,51979.925877623486,-571.4443780018813,0.06017422411245616,0.009792533948264858,450.97937293241904,139.15956914425976
Latin America and Caribbean,1.4842435871906186,2.2317602524750915,170612.53198164786,-8011.415260294384,0.021936267857862637,0.010021486796758582,1434.6091934966407,477.4246699404266
Europe and Central Asia,1.6637280302754331,1.9013259942513063,49892.18256283484,-2637.1534400296555,0.035179383374757324,0.015369393633732787,764.4238237451375,183.8856784455198
Middle East and North Africa,1.851871314079362,1.9134063271805108,37255.698827038424,-1188.0686053999657,0.06060981390937175,0.017140959989715043,588.7799009248733,235.77268867722557
Sub-Saharan Africa,1.0960531054485054,2.7538460722088054,82308.42289876608,-4954.057806229802,0.05560552301264207,0.06784894609283486,3671.5188414284994,666.707876541304
South Asia,1.8419583922701193,2.4681985676149916,88418.4465718082,-1343.2017064932074,0.03736525793001008,0.013674533908282509,958.5363176086962,232.67522445410142
East Asia and Pacific,1.6730047262790393,2.590945949100502,360557.5201254955,-9416.315108734349,0.03179912370872529,0.01429597703507187,3893.980297954713,907.4946826975876
