Region,k,x0,A,c,k SD,x0 SD,A SD,c SD
0-10,0.6033173524140818,-0.2963131093924083,0.9983763886232236,-0.5586221874843594,0.04897699810787482,0.31100148218659057,0.1208331027636686,0.10930571881570193
10-20,0.5105945177842015,-0.5153931295543218,1.2431340353430234,-0.7160361700252924,0.04002827327316028,0.345815745644229,0.14522449074471622,0.13026130014521067
20-30,0.9666324693469622,1.0579176665733168,0.6739428230205013,-0.18986667827764428,0.025927027559629827,0.029111847407550774,0.015329661136946773,0.011598774725845164
30-40,0.32341123664435967,-23.313174805210245,1148.0607981032501,-1147.456717295659,0.020333530559531004,219.01347143403282,80877.70790027572,80877.69896907058
40-50,0.366583551498345,-22.446182389076473,2048.7953166425214,-2048.2554771642563,0.011271340638852838,,,
50-60,0.4491441757427551,-2.6381206038599423,2.8936662456799946,-2.230293204722804,0.06970057281266806,1.7171784401364076,1.4382577495891464,1.4082001948733078
60-70,2.75203411087401,1.427074233230224,0.5926365479266181,-0.006010339076723618,0.11363496720508744,0.015376358755298783,0.008304109402200738,0.005154972960994763
70-80,0.5780898533220548,-1.3866309102080774,2.021190301823245,-1.417239277478191,0.046454322960263084,0.5748677200240991,0.4174839358382748,0.4053340354244318
80-90,0.5035528158358662,-15.463172724978895,2103.7315127647844,-2102.899153907449,,,,
90-100,0.9014825778750966,0.8343010047364663,1.1330326301491076,-0.381153597011929,0.027014054716336666,0.046054940525958196,0.032635650102682434,0.026874802228584217
