Region,a,b,c,a SD,b SD,c SD
insufficiently protected,0.11980667397353036,1.3386308782680432,0.03229498359222515,0.0010732302482724743,0.025353582607097268,0.00034053675014997996
well protected,0.11438092942438169,1.3583464483373484,0.028453816139628524,0.00045169143916086256,0.010962723458779813,0.00012897458098949446
