Region,a,b,c,a SD,b SD,c SD
insufficiently protected,0.16654411151189263,2.5581092352062926,0.0,0.0015905175258667116,0.04968433434343404,0.0
well protected,0.1606967652711637,2.4229807015935476,0.0,0.001345842999931578,0.0395282984439198,0.0
