Region,a,b,c,a SD,b SD,c SD
insufficiently protected,0.25379967947781035,0.15927778403492004,0.26639891761806295,0.004756170759001023,0.003590445035144835,6.962985100170767e-05
well protected,0.16233572586644016,0.3660859543187404,0.31164006638196495,0.0030668752089657463,0.009530615166400514,0.00014511096806149083
