Region,a,b,c,a SD,b SD,c SD
North America,590528.1943099787,0.7215736708047564,0.0,4861.251478724715,0.008709728330998237,0.0
Latin America and Caribbean,228243.2789409631,1.8405647653019601,0.0,4400.987767716514,0.06659952717321113,0.0
Europe and Central Asia,479507.5502502726,0.9252411873501682,0.0,6756.457141179782,0.019594153105752198,0.0
Middle East and North Africa,35204.94124063935,0.6594835785082439,0.0,301.46866928173563,0.008160651917811857,0.0
Sub-Saharan Africa,51503.8119742192,1.3204700306716732,0.0,656.8426465950762,0.0290813706462121,0.0
South Asia,141856.69327306977,0.3653758764980855,0.0,1097.5697388046422,0.003703667992574732,0.0
East Asia and Pacific,369513.70611731196,1.76076921509097,0.0,6633.7040286697165,0.05916829524208186,0.0
