Region,SLR_factor,SLR_weight_MG,SLR_weight_GIS,SLR_weight_AIS,average_fp_height,total_fp_length,population_fraction,asset_fraction
Global,0.9842,0.9572745196502157,0.926981551708636,1.1000213567441341,1.9447492698480744,1038233.9260000001,1.0,1.0
