Region,SLR_factor,SLR_weight_MG,SLR_weight_GIS,SLR_weight_AIS,average_fp_height,total_fp_length,mobcapfrac,surge1_height,surge10_height,surge100_height,surge1000_height,population_fraction,asset_fraction
38,1.0241051994123176,0.9902618455816345,1.0077054111943595,1.095695921004366,1.5018167191741496,1182.6940721608025,0.1867108232493502,1.1974394192432969,1.3300774869960341,1.4627155547487716,1.5929446640439267,0.009409750169834427,0.008092720642505883
39,1.0331277707242026,0.9969949583621894,1.0330807198910539,1.1118373762916791,1.5710364311446303,1095.4249677577366,0.18476963172559194,1.29654830981658,1.4152619708469836,1.533975631877387,1.6505332586905026,0.010154127556513258,0.014012581170760654
40,1.0096625597058875,0.9761516971495358,0.9776643959035147,1.0961477020901222,1.6180024277550333,1035.145464753994,0.1846923677176629,1.2955440453925933,1.4416387704036364,1.5877334954146805,1.7311749365795799,0.009489811886634449,0.011923369248550671
41,1.0167331690038668,0.9734112845422841,1.0181481038951277,1.1015853526162491,2.1824459882068354,995.6070758461246,0.18685405815013162,1.7193947944430719,1.9257603866825972,2.132125978922123,2.3347435564773638,0.01012964468645013,0.013608547699668854
42,1.0288018187618244,1.017414365273494,1.0157043292440786,1.1133620635534258,1.5761481295946251,947.4896534383529,0.18158469610008388,1.2412648048075785,1.3881232428537829,1.5349816808999879,1.6791729527381363,0.009088369374497871,0.015125222914117371
43,1.031743680155423,1.001464761238589,1.0188770792922541,1.105137942580429,1.8575372807829134,922.0478271646833,0.19578220305054683,1.618585722182066,1.734321283270797,1.8500568443595276,1.9636903792469647,0.009317874467494512,0.006051951875702608
44,1.0211645593523346,0.9419323983320439,1.0268359691182523,1.1064422748824612,1.6385786777884426,881.7676667360954,0.17989177945033563,1.273924788217437,1.4411418596140968,1.608358931010756,1.7725390351252797,0.009909275621309813,0.014443241141267209
45,1.0330634864099872,0.9887881682821256,1.032766616267142,1.1159630765624353,1.5770128282677598,834.5781934835836,0.1816997488448751,1.3226398453140882,1.4410983958500516,1.559556946386017,1.675864064350276,0.009528024892825459,0.008845265166657257
46,0.9734399597075764,0.9394906619012686,0.8921851297745211,1.0931609735655394,1.3088843380205502,784.4398939693073,0.17177439984246512,0.9350132178682354,1.0923681157175524,1.2497230135668689,1.4042200259539195,0.01016723603490638,0.019960597798982682
47,1.0542910520772242,1.0465688333473275,1.0854646541023438,1.1220986709951533,1.6239674662353456,756.446454596783,0.19266208581436634,1.3313367535934206,1.4641422165051396,1.5969476794168596,1.7273411501113833,0.009125020893933782,0.0037663659988269775
48,1.0597087806216654,1.031588438204216,1.0989783671216262,1.1254175600000997,2.180001044058377,720.1592166023217,0.23751484199535797,1.7906782050142434,1.957602677299479,2.1245271495847167,2.2884199877576115,0.010299203437932345,0.0040905812944494295
49,1.0403045820332837,1.0058200952873566,1.071402215406555,1.1099925597552227,1.6962424555517186,692.4097104358539,0.22168820828222538,1.3957399593426856,1.5270092106802533,1.658278462017822,1.7871637103170295,0.009689794751034072,0.0034229319240099225
50,1.0544575266443261,1.0181317137404013,1.0863797201840935,1.1203742039373086,1.2596484170418019,674.1077284531488,0.2161515981860516,1.000268599223246,1.129296876350373,1.2583251534775004,1.385010067623078,0.00982545441850842,0.0024063204488278178
51,1.0084546452647343,0.9660686326068852,1.0145625113190777,1.1152544575577017,1.5702974069600453,626.0079132137363,0.2035220527386776,1.1812812281191198,1.3574555771350725,1.533629926151024,1.7066046182439523,0.010351115340200555,0.009295805193081748
52,1.0059351797111038,0.9574943611208534,0.9702511278565704,1.1193830379899765,2.2147625013955397,599.3109236583829,0.20033389518502706,1.7401817325833193,1.9517203197065156,2.1632589068297134,2.370955637298418,0.010099714656090606,0.01382124022262281
53,1.0433913463150126,1.0075411615914243,1.019470698338071,1.1240837339793304,2.114257495324276,571.4946157866336,0.20679018220728546,1.7840504264428307,1.9283149103814756,2.072579394320121,2.214223780614136,0.009462006242457893,0.009594269338530461
54,1.02789126394837,0.9801216478340202,1.04275816057066,1.1195992942898056,2.2675479628883046,533.6602921111842,0.22129067533278546,1.6974481467373295,1.9436633872568163,2.189878627776306,2.431622215013259,0.010837391150271831,0.006004856688658533
55,1.0597990171574883,1.0058011541990897,1.1180087787576918,1.100263145261662,2.0240251665150253,517.625524688492,0.22018980169148625,1.6813256332199031,1.8317811253407443,1.982236617461587,2.1299595996574756,0.01039477043480258,0.011553276362450335
56,1.0577922281214174,1.0209279964145288,1.0701050196922923,1.1211664551514435,1.736374449948498,480.7695048848821,0.20179846260405762,1.478360251056559,1.593984001915899,1.70960775277524,1.8231315282787361,0.010101146849045894,0.007607465757051655
57,0.9817651341734311,0.9782293257714372,0.890914289201912,1.1170858846743361,2.0206233561498816,470.102531431062,0.2272943460168752,1.5429989164980402,1.740659885706997,1.9383208549159556,2.1323919619576417,0.009698575471249627,0.021068038313631982
58,1.0417236901905944,1.0292564884635278,1.0793915849793712,1.1193547152928742,1.5473556100318724,441.9501553917915,0.1945228248971426,1.1927848793067966,1.3461599437134089,1.49953500812002,1.650124492581008,0.009667615445846297,0.004652899172697389
59,1.0430418123599547,0.977364939967614,1.0664145974013395,1.1107708266801142,1.393621858331,427.4647157974384,0.20642787866861437,1.1349549532126562,1.2629986422505182,1.3910423312883804,1.5167605654070417,0.009854579785679768,0.004805716755281753
60,1.0320087681615937,0.9865255655711346,1.046996529469246,1.1095723063724503,1.3850995874379595,409.9724920873164,0.18299032691093686,1.1283970164574104,1.249323617675621,1.370250218893831,1.4889805712849278,0.008269718227221562,0.007305191156573671
61,1.0639078800473716,1.0066008405838553,1.1078477296233555,1.131223061200791,2.001143136134267,385.64976170633645,0.18927469104717495,1.5636218611676063,1.7539371272760673,1.9442523933845282,2.1311112343909833,0.011047669352012231,0.015158589251640502
62,0.9808865124894116,0.8173354296576538,0.666582162751321,1.0760584266820874,1.721585923258165,371.98975999927313,0.13195854652351835,1.0747212413396348,1.3527538901202614,1.6307865389008867,1.9037696577674341,0.010139621662531552,0.024971911472412036
63,1.0641409999746414,1.0322286690156286,1.1040781275684497,1.125344744632863,1.760175455456228,345.6014578484396,0.19007903955724148,1.510494603130516,1.627148218977895,1.7438018348252746,1.8583366943168913,0.01006961670233087,0.004705009310981581
64,1.0600107055929078,1.0531192649302634,1.1152351906253128,1.1189239211852948,1.9206111301174333,341.8869057854441,0.18643858902136234,1.636685577536611,1.7701239315706854,1.9035622856047598,2.0345771743681365,0.009512961670749035,0.0051654881113868895
65,0.9596015209144771,0.9528312504667711,0.9529903274024232,1.113200474378615,2.310574618471989,334.33663407574926,0.20972597950267502,1.5391682372083253,1.8426117446924657,2.146055252176606,2.443987574829728,0.011713629639563256,0.0168329856247169
66,0.9302063925842915,0.8796450800660359,0.7093107568881527,1.0841131859894406,2.064029528861596,328.87545507849336,0.1730483525778712,1.4936440104980782,1.714824656983178,1.9360053034682798,2.1531688434149454,0.010052519328863339,0.02206770328296919
67,1.0156049779225287,0.9700464957589758,1.0954041821157492,1.0293770194615175,2.0364245245823884,315.2155738831695,0.16731546702980898,1.3570671002639039,1.642238609008112,1.9274101177523193,2.207402482854992,0.008912573587046113,0.010909201709046835
68,1.0147651593971456,0.9825025614796282,1.0527429122993943,1.0869261578223088,2.144109782525418,302.48213193680726,0.2031983446096196,1.4584215087773598,1.7338976036158325,2.009373698454307,2.2798467197568377,0.01069942937927327,0.016305514974698333
69,1.0144743969565935,0.9730228496368353,1.0326419928243153,1.1078484624788494,2.043706765076937,292.43388619480464,0.20115585404165875,1.7731104904099393,1.8996123029754042,2.0261141155408695,2.1503184865158276,0.009966075339541912,0.010891012516952731
70,0.9682951800094878,0.9512346408635747,0.821987829182709,1.1117265117228823,2.6336342522098297,279.96560523263634,0.20886555744078417,2.055391254659699,2.2909991354590797,2.5266070162584637,2.757935882325585,0.010583744498232833,0.020182906913573467
71,1.0379983022131192,0.9744392748880503,1.0990337484112722,1.080021065661336,1.8249129308552574,259.0635551408009,0.17404955372602904,1.5021136430453674,1.6649582805784642,1.8278029181115614,1.9876900373346222,0.00947191254598505,0.004300073860651823
72,1.0195608966935137,0.9094597826000544,1.0457180950264118,1.0891331490833454,3.533883649434498,257.12824648653225,0.2186296638038476,3.0926542377605633,3.310420875089462,3.5281875124183597,3.7419993767451425,0.009795928699373187,0.003661500369144025
73,1.0627246865115363,1.0129332561464854,1.108268600509288,1.1324102765457886,2.1907768731002566,243.42172868471016,0.18523349526996533,1.6588387612099118,1.8825450528927727,2.1062513445756363,2.325894878991812,0.011285976896385686,0.01739439613964813
74,1.0447614595154153,1.0011895925695988,1.0768998667550538,1.1198159054254946,1.790101350805651,236.59610816727778,0.22839052071207952,1.3171754246870497,1.5209434850430885,1.724711545399129,1.9247789166905236,0.010096135320144018,0.0040294221201275715
75,1.0652390672666878,0.9967075266311126,1.1102872270763473,1.1301621840729037,1.7475766483573711,232.03548252504802,0.2243192945339954,1.2209101242820024,1.4366378298401177,1.6523655353982327,1.8641753405494612,0.011896388607906582,0.0172426725923869
76,1.027460042075622,0.9089139695800484,1.0633909834769195,1.0969195254453485,2.505068036232542,221.19761959634002,0.16348841985332335,2.0613800836807963,2.29630585789834,2.531231632115886,2.761890773130845,0.009524948747381115,0.005861890527208343
77,1.0366176076634737,0.9373778968213311,1.0496240365453888,1.094233192239647,2.043825272767113,206.29618222705318,0.2302471206038779,1.5157207345623651,1.7376192225219307,1.9595177104814963,2.177386193599481,0.009830891782168318,0.008034179673193743
78,1.0218970034828196,0.9616904462925935,1.0507785725642034,1.1051590263385256,3.168033929057245,185.13202967190486,0.23565234617892564,2.21794482056772,2.6062392002669252,2.99453357996613,3.3757759484491485,0.010828000606231965,0.00673741485451574
79,1.068178298900558,1.0165357448167305,1.105167639250683,1.1206080052421143,1.7603649403862887,177.65498855059735,0.20877639032608425,1.1574583813000878,1.403463768218381,1.6494691551366751,1.8910066915732382,0.011068542077146717,0.007024802941147918
80,1.0499786859621374,0.9636876583099366,1.092137694358826,1.1162730455398566,1.4163851713201099,175.51804586702218,0.23282660543918593,0.7673640251159664,1.0323666334152224,1.2973692417144778,1.5575590133666986,0.011653982924446296,0.004095380298641253
81,1.0488722776246098,0.9612502300869594,1.0902119630932492,1.115215709830536,1.4412296953040518,174.70842306929865,0.23282660543918587,0.788393089043363,1.0549535213339591,1.3215139536245541,1.5832332512482827,0.011622867967127515,0.004056827577359737
82,1.0716383546733586,0.9976501129495692,1.1095402753849024,1.1223232526401394,1.385413356092234,161.5278206101676,0.23266078989398006,0.8136078194866301,1.0525666142465389,1.291525409006448,1.5261444478623714,0.011152448314693737,0.004894285823807299
83,1.0549671944775314,1.0129572938969633,1.0800959514189323,1.122350704269599,1.3654109179352938,156.7047790566611,0.25645061603768793,0.9420875336808708,1.1248854776135755,1.3076834215462794,1.4871613958424894,0.010076752597511368,0.006900042976203481
84,1.0284409399538015,0.9667987506888575,1.0508852385392429,1.1147257610181516,1.4941490809600748,145.92555366664843,0.18297934505390362,1.1239450601460077,1.27731298706569,1.4306809139853724,1.5812634287004046,0.011432624978650413,0.029463353206362484
85,1.0296513229701376,0.9962160163560346,1.0808723324387468,1.111053159791283,2.1773611308554988,135.08489117826568,0.19745136129317853,1.6619731912016866,1.8840440788191408,2.106114966436596,2.3241527357231817,0.009685873385300253,0.006316257918399411
86,1.0288964817750401,0.9649485765744235,1.0497548723782444,1.0961867571984634,2.2773314972079235,127.5997254152641,0.20948674573436196,1.9908153394211028,2.118679830830236,2.2465443222393686,2.372086437294327,0.009132037782802173,0.005734198786601701
87,1.0087920673699682,0.9416734003578124,1.001662954547444,1.059626230485089,2.258115675232259,121.35023341600292,0.18352810455787885,1.8846823811210918,2.0464299916111592,2.2081776021012285,2.3669874478527086,0.0089132081000795,0.005989271795689911
88,1.0236660042751522,0.950728515150643,1.0492052510521435,1.1006199885256622,1.9047326163529164,103.7691968896604,0.19816328004121572,1.5588997798376951,1.7174313777046313,1.8759629755715685,2.031615346058132,0.009056180537916436,0.011478132214518011
89,1.0092024083657816,0.8616874814033512,1.0363761186599734,1.073074221611023,2.642631263011033,94.91578155471122,0.16364072263240817,2.1365261077880877,2.3958816528320326,2.6552371978759775,2.909882307052612,0.009245816755618004,0.0025303254919577865
90,1.0092024083657816,0.8616874814033503,1.0363761186599725,1.073074221611022,2.6426313005340183,94.1121625647121,0.16364072263240803,2.136526107788087,2.395881652832032,2.6552371978759783,2.9098823070526123,0.009167545808810715,0.0025089045347747043
91,1.030134976066925,0.9563310423372305,1.0375748171173425,1.093115294173967,2.5905923102725215,94.56423603817962,0.20012427677287892,2.347363936930078,2.4692411813664044,2.59111842580273,2.7107821696470773,0.00867874066620595,0.004138439292144766
92,1.0311956259223094,1.0205505930969714,1.038645418648328,1.096926159669441,1.534801698647873,91.04434412360833,0.18215684931895681,1.184144501288472,1.3321390321205395,1.480133562952608,1.6254403731368667,0.008093777662798032,0.009429945476079673
93,1.0546114788048475,0.9707419276237493,1.0990945100784306,1.1229926347732542,3.0293016644643362,80.17215754245268,0.23282660543918618,2.160090684890748,2.5143609046936053,2.8686311244964626,3.216467380523683,0.011696255563211801,0.007200813501194157
94,1.022519065682317,0.9587507644353864,1.0037697464691724,1.1275183186277309,2.0696768283720735,75.68106003469354,0.19140456210187856,1.5199175930109639,1.7471364692749736,1.9743553455389813,2.197447647554007,0.011819578110814806,0.03331311284941509
95,1.0141926747991348,0.8730723338062819,1.039505030205535,1.079498479140331,1.8185313338709843,48.39970885712013,0.22632837093439695,1.3880164625793774,1.5720223439689884,1.7560282253585984,1.9366922213484228,0.009143391934146539,0.00328494506069379
96,1.0145472581190007,0.8736733794212344,1.04235863685608,1.0803076028823857,1.7982832704519645,48.41933926888872,0.2251925915479661,1.387911200523376,1.5645608901977526,1.7412105798721305,1.9146519899368273,0.008982544517613397,0.0033956287336351022
97,1.0145472581172077,0.8736733794212344,1.0423586368560795,1.0803076028823855,1.7982833394677256,48.05775511882606,0.2251925915479659,1.3879112005233771,1.5645608901977528,1.741210579872132,1.9146519899368295,0.008915475179837134,0.0033702752805382418
98,1.0486462095962414,1.018038727555468,1.0940263913018227,1.1084699498669721,1.4960727911361436,43.1462286409587,0.164792622193539,1.1673913633922879,1.3084520547491205,1.4495127461059532,1.5880114612427592,0.009468631167144685,0.009854497376194675
99,1.0662994345769787,1.0413889327874393,1.103567955943861,1.122245889009988,0.9271864347246984,33.78193270831903,0.1902348404806508,0.7761847923382704,0.8493965039087643,0.9226082154792569,0.9944902688352587,0.009082352424465543,0.007317823994313732
100,1.0937999147897002,1.0722020934587493,1.1480695209060567,1.1530134692350429,1.2757139937797437,26.880098711072012,0.22613707277078665,0.9726539039673892,1.1264327809592216,1.280211657951054,1.4311975440979479,0.008957428815472082,0.007822317474171794
